sector,market_cap,country,industry,p_e,n,volume,price,ticker,company,change
Financial,-,USA,Exchange Traded Fund,-,5431,467,14.89,RXD,ProShares UltraShort Health Care,-3.12%
Healthcare,131.97M,USA,Biotechnology,-,5432,"18,165",6.74,RXDX,"Ignyta, Inc.",1.05%
Financial,-,USA,Exchange Traded Fund,-,5433,"20,400",86.39,RXI,iShares Globl Consumer Discretionary,0.91%
Healthcare,41.43M,USA,Biotechnology,-,5434,"198,675",1.96,RXII,RXi Pharmaceuticals Corporation,-9.26%
Financial,-,USA,Exchange Traded Fund,-,5435,"93,664",126.56,RXL,ProShares Ultra Health Care,0.73%
Industrial Goods,2.80B,USA,Diversified Machinery,24.82,5436,"416,106",27.55,RXN,Rexnord Corporation,-1.29%
Industrial Goods,1.80B,USA,Residential Construction,12.91,5444,"386,649",39.13,RYL,Ryland Group Inc.,0.62%
Industrial Goods,3.46B,USA,"Lumber, Wood Production",27.01,5445,"398,775",27.28,RYN,Rayonier Inc.,-0.22%
Financial,-,USA,Exchange Traded Fund,-,5446,"17,738",91.52,RYT,Guggenheim S&P 500 Eq Wt Technology ETF,0.46%
Financial,-,USA,Exchange Traded Fund,-,5447,"6,560",77.61,RYU,Guggenheim S&P 500 Eq Wt Utilities ETF,0.88%
Financial,-,USA,Exchange Traded Fund,-,5448,"1,317",78.97,RZG,Guggenheim S&P SmallCap 600 Pure Gr ETF,-1.93%
Financial,-,USA,Exchange Traded Fund,-,5449,"5,029",62.55,RZV,Guggenheim S&P SmallCap 600 PureVal ETF,-1.76%
Technology,20.25B,USA,Wireless Communications,-,5450,"5,499,067",5.12,S,Sprint Corporation,0.99%
Basic Materials,343.40M,Canada,Gold,-,5451,"564,106",7.26,SA,"Seabridge Gold, Inc.",-9.70%
Financial,-,USA,Exchange Traded Fund,-,5452,"2,501",108.85,SAA,ProShares Ultra SmallCap600,-1.80%
Technology,503.78M,USA,Application Software,-,5453,"131,491",8.26,SAAS,"inContact, Inc.",-1.08%
Technology,4.97B,USA,Information Technology Services,267.71,5454,"326,025",18.74,SABR,Sabre Corporation,1.02%
Basic Materials,60.93M,USA,Oil & Gas Equipment & Services,-,5455,"13,341",4.10,SAEX,"SAExploration Holdings, Inc.",-5.96%
Consumer Goods,2.00B,USA,Food - Major Diversified,9.96,5456,"203,677",86.81,SAFM,"Sanderson Farms, Inc.",-0.39%
Financial,893.40M,USA,Property & Casualty Insurance,14.99,5457,"23,656",59.52,SAFT,Safety Insurance Group Inc.,-1.26%
Healthcare,1.02B,USA,Biotechnology,-,5458,"14,332",39.54,SAGE,"Sage Therapeutics, Inc.",0.28%
Financial,-,USA,Exchange Traded Fund,-,5419,"7,948",55.48,RWJ,RevenueShares Small Cap ETF,-1.23%
Financial,-,USA,Exchange Traded Fund,-,5420,"1,959",48.05,RWK,RevenueShares Mid Cap ETF,-0.31%
Financial,-,USA,Exchange Traded Fund,-,5398,103,84.65,RTM,Guggenheim S&P 500 Eq Wt Materials ETF,-1.05%
Industrial Goods,32.90B,USA,Aerospace/Defense Products & Services,16.24,5399,"583,400",106.70,RTN,Raytheon Company,0.03%
Financial,-,USA,Exchange Traded Fund,-,5400,0,38.41,RTR,RevenueShares ADR ETF,0.00%
Financial,105.57B,Canada,Money Center Banks,14.12,5437,"188,804",73.15,RY,Royal Bank of Canada,-0.75%
Services,14.69B,Ireland,Regional Airlines,19.65,5438,"452,317",62.89,RYAAY,Ryanair Holdings plc,0.34%
Basic Materials,1.05B,USA,Chemicals - Major Diversified,9.86,5439,"4,835,604",24.65,RYAM,Rayonier Advanced Materials Inc.,-1.75%
Financial,-,USA,Exchange Traded Fund,-,5440,"40,205",69.74,RYE,Guggenheim S&P 500 Equal Wt Energy ETF,-7.48%
Financial,-,USA,Exchange Traded Fund,-,5459,180,33.50,SAGG,Direxion Daily Tot Bd Mkt Bear 1X ETF,-0.39%
Services,1.32B,USA,Auto Dealerships,13.50,5460,"172,867",25.79,SAH,Sonic Automotive Inc.,0.16%
Services,1.37B,USA,Trucking,30.31,5461,"94,244",55.47,SAIA,"Saia, Inc.",1.41%
Technology,2.38B,USA,Information Technology Services,20.25,5462,"140,978",50.63,SAIC,Science Applications International Corporation,1.20%
Technology,30.83M,USA,Processing Systems & Products,-,5463,900,6.45,SAJA,"Sajan, Inc.",7.50%
Services,60.77B,USA,Specialty Eateries,29.86,5501,"3,383,337",81.21,SBUX,Starbucks Corporation,1.89%
Financial,-,USA,Exchange Traded Fund,-,5502,0,36.51,SBV,iPath Pure Beta S&P GSCI-Weighted ETN,0.00%
Financial,-,USA,Closed-End Fund - Debt,-,5503,"32,421",12.08,SBW,Western Asset Worldwide Income Fund Inc.,-0.08%
Services,397.17M,Greece,Shipping,7.32,5481,"326,165",4.76,SB,"Safe Bulkers, Inc.",-5.37%
Services,15.71B,USA,Rental & Leasing Services,-,5482,"462,840",121.67,SBAC,SBA Communications Corp.,1.04%
Financial,-,USA,Exchange Traded Fund,-,5483,"1,037",53.57,SBB,ProShares Short SmallCap600,0.47%
Financial,46.26M,USA,Regional - Northeast Banks,14.94,5464,"1,329",27.05,SAL,Salisbury Bancorp Inc.,0.19%
Services,796.03M,USA,Marketing Services,40.90,5465,"221,351",14.73,SALE,"RetailMeNot, Inc.",-0.03%
Services,198.54M,USA,Broadcasting - Radio,18.71,5466,"11,151",7.86,SALM,Salem Communications Corp.,-1.63%
Services,458.78M,Monaco,Shipping,8.84,5467,"778,589",3.27,SALT,Scorpio Bulkers Inc.,-3.82%
Consumer Goods,3.43B,USA,Beverages - Brewers,39.54,5468,"19,448",262.97,SAM,Boston Beer Co. Inc.,-0.51%
Financial,175.50M,USA,Asset Management,19.39,5469,"13,124",14.35,SAMG,Silvercrest Asset Management Group Inc.,-1.44%
Financial,112.94B,Chile,Foreign Money Center Banks,15.89,5470,"6,495,827",8.90,SAN,"Banco Santander, S.A.",0.23%
Basic Materials,312.98M,Canada,Gold,-,5471,"857,840",2.66,SAND,Sandstorm Gold Ltd.,-11.04%
Technology,2.03B,USA,Diversified Electronics,10.84,5472,"265,815",24.60,SANM,Sanmina Corporation,-1.36%
Consumer Goods,42.87M,USA,Farm Products,-,5473,"37,578",3.68,SANW,S&W Seed Company,1.38%
Technology,86.53B,Germany,Application Software,21.37,5474,"432,690",70.32,SAP,SAP SE,-1.12%
Technology,3.48B,USA,Business Software & Services,43.33,5475,"646,793",24.70,SAPE,Sapient Corp.,0.12%
Financial,81.65M,USA,Diversified Investments,8.16,5476,"12,770",15.18,SAR,Saratoga Investment Corp.,0.84%
Basic Materials,8.21M,USA,Independent Oil & Gas,-,5477,"379,604",0.26,SARA,Saratoga Resources Inc.,-24.29%
Financial,621.46M,USA,REIT - Residential,-,5504,"114,217",16.63,SBY,Silver Bay Realty Trust Corp.,-0.24%
Financial,6.49B,USA,Mortgage Investment,10.39,5505,"973,320",18.59,SC,Santander Consumer USA Holdings Inc.,-0.85%
Financial,-,USA,Exchange Traded Fund,-,5506,0,13.97,SCC,ProShares UltraShort Consumer Services,0.00%
Basic Materials,24.50B,USA,Copper,17.93,5507,"1,978,992",29.95,SCCO,Southern Copper Corp.,-3.57%
Financial,-,USA,Closed-End Fund - Equity,-,5508,"20,446",17.16,SCD,LMP Capital and Income Fund Inc,-1.44%
Utilities,8.13B,USA,Electric Utilities,15.05,5509,"504,973",57.03,SCG,SCANA Corp.,0.90%
Financial,-,USA,Exchange Traded Fund,-,5510,"102,841",54.37,SCHA,Schwab US Small-Cap ETF,-1.18%
Financial,-,USA,Exchange Traded Fund,-,5511,"138,214",50.05,SCHB,Schwab US Broad Market ETF,-0.38%
Financial,-,USA,Exchange Traded Fund,-,5512,"28,772",30.17,SCHC,Schwab International Small-Cap Eq ETF,-1.73%
Financial,-,USA,Exchange Traded Fund,-,5513,"146,480",40.49,SCHD,Schwab US Dividend Equity ETF,0.02%
Financial,-,USA,Exchange Traded Fund,-,5514,"153,326",25.70,SCHE,Schwab Emerging Markets Equity ETF,-1.68%
Financial,-,USA,Exchange Traded Fund,-,5515,"201,792",30.88,SCHF,Schwab International Equity ETF,-0.96%
Financial,-,USA,Exchange Traded Fund,-,5516,"69,001",52.15,SCHG,Schwab US Large-Cap Growth ETF,-0.29%
Financial,-,USA,Exchange Traded Fund,-,5517,"68,005",38.51,SCHH,Schwab US REIT ETF,0.36%
Services,1.16B,USA,Publishing - Books,28.63,5518,"39,215",35.50,SCHL,Scholastic Corporation,-0.36%
Financial,-,USA,Exchange Traded Fund,-,5519,"23,135",40.60,SCHM,Schwab US Mid-Cap ETF,-0.87%
Financial,46.93M,USA,Regional - Northeast Banks,18.27,5484,"2,480",10.05,SBBX,Sussex Bancorp,0.50%
Financial,419.07M,USA,Regional - Mid-Atlantic Banks,40.90,5485,"42,517",12.68,SBCF,Seacoast Banking Corp. of Florida,-2.46%
Financial,52.88M,USA,Regional - Mid-Atlantic Banks,-,5486,"4,485",12.50,SBCP,"Sunshine Bancorp, Inc.",0.40%
Financial,46.31M,USA,Regional - Midwest Banks,0.03,5487,"1,900",9.49,SBFG,"SB Financial Group, Inc.",-1.04%
Services,2.79B,USA,Broadcasting - TV,24.10,5488,"238,421",29.16,SBGI,"Sinclair Broadcast Group, Inc.",-1.39%
Basic Materials,1.60B,South Africa,Gold,6.61,5489,"699,994",6.87,SBGL,Sibanye Gold Limited,-10.78%
Services,4.91B,USA,"Specialty Retail, Other",20.96,5490,"514,100",31.65,SBH,Sally Beauty Holdings Inc.,1.80%
Financial,-,USA,Closed-End Fund - Debt,-,5491,"7,785",9.78,SBI,Western Asset Intermediate Muni Fund Inc.,0.62%
Services,832.25M,Greece,Shipping,-,5492,"263,725",8.31,SBLK,Star Bulk Carriers Corp.,0.48%
Financial,-,USA,Exchange Traded Fund,-,5493,0,24.43,SBM,ProShares Short Basic Materials,0.00%
Financial,-,USA,Exchange Traded Fund,-,5494,"31,449",5.50,SBND,PowerShares DB 3x Shrt 25+Yr Trsy Bd ETN,-3.37%
Financial,6.10B,USA,Regional - Mid-Atlantic Banks,21.24,5495,"103,069",121.27,SBNY,Signature Bank,-1.72%
Financial,703.49M,USA,Diversified Investments,11.60,5496,"41,887",48.25,SBR,Sabine Royalty Trust,-3.63%
Financial,1.54B,USA,REIT - Healthcare Facilities,47.18,5497,"179,986",28.31,SBRA,"Sabra Health Care REIT, Inc.",-0.25%
Utilities,5.08B,Brazil,Water Utilities,8.71,5498,"1,341,068",7.40,SBS,Companhia de Saneamento Basico do Estado de Sao Paulo,-4.52%
Financial,595.20M,USA,Regional - Mid-Atlantic Banks,15.44,5478,"17,505",23.77,SASR,Sandy Spring Bancorp Inc.,-3.02%
Technology,4.93B,USA,Communication Equipment,43.45,5479,"95,651",53.88,SATS,EchoStar Corp.,0.79%
Services,6.02B,USA,Major Airlines,28.51,5480,"1,158,874",82.69,SAVE,"Spirit Airlines, Inc.",5.74%
Basic Materials,608.76M,USA,Steel & Iron,126.67,5520,"152,588",22.80,SCHN,"Schnitzer Steel Industries, Inc.",-2.40%
Services,21.51M,USA,Broadcasting - Radio,-,5499,250,3.31,SBSA,Spanish Broadcasting System Inc.,-3.78%
Financial,611.68M,USA,Regional - Mid-Atlantic Banks,16.58,5500,"29,049",32.33,SBSI,Southside Bancshares Inc.,-1.37%
Financial,-,USA,Exchange Traded Fund,-,5521,"88,396",50.71,SCHO,Schwab Short-Term US Treasury ETF,0.00%
Financial,-,USA,Exchange Traded Fund,-,5522,"35,325",54.73,SCHP,Schwab US TIPS ETF,0.04%
Financial,-,USA,Exchange Traded Fund,-,5523,"7,296",53.82,SCHR,Schwab Intermediate-Term US Trs ETF,0.19%
Financial,-,USA,Exchange Traded Fund,-,5524,"19,956",44.38,SCHV,Schwab US Large-Cap Value ETF,-0.29%
Financial,36.98B,USA,Investment Brokerage - National,30.13,5525,"1,839,226",28.32,SCHW,The Charles Schwab Corporation,0.07%
Financial,-,USA,Exchange Traded Fund,-,5526,"103,433",49.46,SCHX,Schwab US Large-Cap ETF,-0.12%
Financial,-,USA,Exchange Traded Fund,-,5527,"37,536",52.36,SCHZ,Schwab US Aggregate Bond ETF,0.11%
Services,4.69B,USA,Personal Services,41.09,5528,"697,890",22.60,SCI,Service Corporation International,1.57%
Financial,-,USA,Exchange Traded Fund,-,5529,"31,223",47.22,SCIF,Market Vectors India Small-Cap ETF,-0.02%
Financial,-,USA,Exchange Traded Fund,-,5530,"3,049",17.67,SCIN,EGShares India Small Cap ETF,2.08%
Financial,-,USA,Exchange Traded Fund,-,5531,"1,545",52.60,SCJ,iShares MSCI Japan Small-Cap,0.08%
Consumer Goods,921.15M,USA,Cleaning Products,15.39,5532,"25,204",41.40,SCL,Stepan Company,-3.00%
Healthcare,431.12M,USA,Drug Manufacturers - Other,20.71,5533,"302,919",8.49,SCLN,"SciClone Pharmaceuticals, Inc.",-0.47%
Healthcare,519.78M,USA,Drug Manufacturers - Other,83.71,5534,"169,640",11.72,SCMP,"Sucampo Pharmaceuticals, Inc.",-1.76%
Financial,-,USA,Exchange Traded Fund,-,5535,"1,407,254",52.08,SCO,ProShares UltraShort Bloomberg Crude Oil,16.72%
Basic Materials,83.62M,China,Nonmetallic Mineral Mining,-,5536,"552,833",3.49,SCOK,"SinoCoking Coal and Coke Chemical Industries, Inc.",-0.57%
Technology,38.45M,USA,Semiconductor - Integrated Circuits,-,5537,"24,242",2.90,SCON,Superconductor Technologies Inc.,0.35%
Services,1.50B,USA,Business Services,-,5538,"87,826",43.97,SCOR,"comScore, Inc.",-0.99%
Financial,-,USA,Exchange Traded Fund,-,5539,"181,274",30.73,SCPB,SPDR Barclays Short Term Corp Bd ETF,0.03%
Consumer Goods,2.13B,USA,Business Equipment,22.75,5540,"129,331",17.52,SCS,Steelcase Inc.,-1.30%
Financial,279.78M,USA,Regional - Southeast Banks,29.27,5601,"8,572",27.51,SGBK,Stonegate Bank,-1.50%
Consumer Goods,162.76M,USA,Textile - Apparel Clothing,16.26,5602,772,24.22,SGC,Superior Uniform Group Inc.,0.08%
Financial,-,USA,Exchange Traded Fund,-,5603,"135,296",17.46,SGDM,Sprott Gold Miners ETF,-8.68%
Financial,3.20B,USA,Investment Brokerage - Regional,19.81,5581,"207,926",48.53,SF,Stifel Financial Corp.,0.08%
Financial,47.58M,USA,Money Center Banks,11.80,5582,254,18.88,SFBC,"Sound Financial Bancorp, Inc.",3.74%
Financial,783.36M,USA,Foreign Money Center Banks,15.57,5583,"7,483",31.60,SFBS,"ServisFirst Bancshares, Inc.",2.10%
Technology,1.11B,USA,Technical & System Software,13.68,5541,"77,393",38.86,SCSC,"ScanSource, Inc.",-0.13%
Consumer Goods,1.40B,USA,Home Furnishings & Fixtures,25.82,5542,"286,991",26.34,SCSS,Select Comfort Corporation,0.08%
Financial,-,USA,Exchange Traded Fund,-,5543,"2,620",26.18,SCTO,JPMorgan US Sector Rotat ETF,0.54%
Healthcare,4.51B,USA,Biotechnology,-,5604,"389,460",36.44,SGEN,Seattle Genetics Inc.,-0.95%
Financial,-,USA,Closed-End Fund - Foreign,-,5605,"1,500",12.31,SGF,"Aberdeen Singapore Fund, Inc. C",-0.32%
Financial,-,USA,Exchange Traded Fund,-,5606,"27,393",39.91,SGG,iPath DJ-UBS Sugar SubTR ETN,-3.48%
Technology,332.51M,USA,Diversified Computer Systems,-,5607,"105,098",9.61,SGI,Silicon Graphics International Corp.,0.31%
Financial,-,USA,Closed-End Fund - Debt,-,5608,"20,986",8.70,SGL,"Strategic Global Income Fund, I",-0.23%
Financial,308.47M,USA,Closed-End Fund - Debt,-,5609,"24,885",11.97,SGM,Stonegate Mortgage Corporation,-2.76%
Technology,32.76M,USA,Printed Circuit Boards,16.85,5610,"1,526",8.09,SGMA,SigmaTron International Inc.,-1.82%
Healthcare,826.39M,USA,Biotechnology,-,5611,"443,287",12.08,SGMO,Sangamo Biosciences Inc.,-2.74%
Services,1.28B,USA,Gaming Activities,-,5612,"869,312",15.14,SGMS,Scientific Games Corporation,-2.45%
Healthcare,10.93M,USA,Medical Laboratories & Research,-,5613,"1,500",2.90,SGNL,"Signal Genetics, Inc.",-4.61%
Healthcare,919.97M,USA,Drugs - Generic,68.64,5614,"109,007",28.83,SGNT,"Sagent Pharmaceuticals, Inc.",0.03%
Consumer Goods,27.25M,China,Electronic Equipment,3.12,5615,"46,883",1.53,SGOC,"SGOCO Group, Ltd.",-1.92%
Financial,-,USA,Exchange Traded Fund,-,5616,"20,048",114.32,SGOL,ETFS Physical Swiss Gold,-2.61%
Services,30.43M,USA,Business Services,8.71,5617,"14,771",1.48,SGRP,Spar Group Inc.,-6.33%
Basic Materials,367.23M,USA,Oil & Gas Pipelines,8.09,5618,"39,120",6.39,SGU,"Star Gas Partners, L.P.",-1.54%
Financial,399.09M,USA,Asset Management,14.72,5584,"32,717",19.43,SFE,"Safeguard Scientifics, Inc.",-1.17%
Financial,2.78B,USA,Accident & Health Insurance,12.71,5585,"65,120",66.10,SFG,StanCorp Financial Group Inc.,-0.74%
Financial,-,USA,Exchange Traded Fund,-,5586,500,20.39,SFK,ProShares UltraShort Russell1000 Growth,-1.45%
Services,1.55B,Bermuda,Shipping,16.27,5587,"405,844",16.60,SFL,Ship Finance International Limited,-3.21%
Financial,-,USA,Exchange Traded Fund,-,5588,0,176.74,SFLA,iPath Long Extended S&P 500 TR ETN,0.00%
Services,1.66B,USA,Personal Services,-,5589,"302,850",42.76,SFLY,"Shutterfly, Inc.",-1.68%
Services,4.81B,USA,Grocery Stores,49.67,5590,"377,393",31.79,SFM,"Sprouts Farmers Market, Inc.",0.16%
Services,1.70B,USA,Staffing & Outsourcing Services,10.89,5591,461,25.69,SFN,Stifel Financial Corp.,-0.04%
Financial,729.27M,USA,Money Center Banks,25.14,5592,"90,278",40.47,SFNC,Simmons First National Corporation,-2.20%
Services,1.14B,USA,Grocery Stores,68.09,5593,"101,053",15.66,SFS,"Smart & Final Stores, Inc.",1.95%
Financial,97.81M,USA,Money Center Banks,15.30,5594,0,16.22,SFST,"Southern First Bancshares, Inc.",0.00%
Technology,3.61B,China,Internet Information Providers,11.81,5595,"2,836,433",8.74,SFUN,SouFun Holdings Ltd.,0.81%
Services,393.94M,USA,General Entertainment,-,5596,"940,290",4.35,SFXE,SFX Entertainment Inc.,3.33%
Basic Materials,197.37M,USA,Independent Oil & Gas,-,5597,"3,244,519",4.50,SFY,Swift Energy Co.,-29.80%
Services,232.52M,USA,Broadcasting - Radio,16.89,5598,"1,688",40.02,SGA,Saga Communications Inc.,-2.75%
Financial,-,USA,Exchange Traded Fund,-,5599,835,28.45,SGAR,iPath Pure Beta Sugar ETN,-3.07%
Technology,5.28B,USA,Semiconductor - Specialized,-,5544,"1,860,024",55.00,SCTY,SolarCity Corporation,-2.59%
Services,415.94M,USA,Apparel Stores,17.62,5545,"47,469",20.26,SCVL,Shoe Carnival Inc.,0.90%
Industrial Goods,102.23M,USA,Small Tools & Accessories,13.66,5546,"4,923",14.48,SCX,The L.S. Starrett Company,1.19%
Healthcare,95.31M,USA,Drugs - Generic,-,5547,"37,182",11.20,SCYX,"SCYNEXIS, Inc.",11.00%
Financial,-,USA,Exchange Traded Fund,-,5548,"415,050",47.89,SCZ,iShares MSCI EAFE Small-Cap,-0.87%
Basic Materials,1.39B,USA,Oil & Gas Drilling & Exploration,-,5549,"18,696,970",2.81,SD,"SandRidge Energy, Inc.",-26.05%
Financial,-,USA,Exchange Traded Fund,-,5550,0,41.08,SDD,ProShares UltraShort SmallCap600,0.00%
Financial,-,USA,Exchange Traded Fund,-,5551,"138,937",24.14,SDIV,Global X SuperDividend ETF,-0.82%
Financial,-,USA,Exchange Traded Fund,-,5552,0,61.32,SDK,ProShares UltraShort Russell MCap Growth,0.00%
Basic Materials,1.55B,United Kingdom,Oil & Gas Drilling & Exploration,9.05,5553,"634,041",16.92,SDLP,Seadrill Partners LLC,-12.06%
Financial,-,USA,Exchange Traded Fund,-,5554,"27,499",38.78,SDOG,ALPS Sector Dividend Dogs ETF,-0.46%
Financial,-,USA,Exchange Traded Fund,-,5555,"348,101",20.85,SDOW,ProShares UltraPro Short Dow30,-0.19%
Financial,-,USA,Exchange Traded Fund,-,5556,"3,246",51.87,SDP,ProShares UltraShort Utilities,-1.43%
Basic Materials,88.01M,USA,Oil & Gas Equipment & Services,56.56,5557,"35,949",5.09,SDPI,"Superior Drilling Products, Inc.",-8.45%
Basic Materials,106.68M,USA,Independent Oil & Gas,2.68,5561,"246,558",3.81,SDT,SandRidge Mississippian Trust I,-2.81%
Financial,-,USA,Exchange Traded Fund,-,5562,"408,378",80.89,SDY,SPDR S&P Dividend ETF,-0.04%
Basic Materials,887.64M,USA,Independent Oil & Gas,225.71,5619,"2,605,116",15.80,SGY,Stone Energy Corp.,-24.15%
Healthcare,287.87M,USA,Drug Manufacturers - Other,-,5620,"324,618",2.98,SGYP,"Synergy Pharmaceuticals, Inc.",-3.25%
Financial,36.39M,USA,Regional - Mid-Atlantic Banks,11.24,5600,0,14.27,SGB,Southwest Georgia Financial Corp.,0.00%
Basic Materials,249.64M,USA,Independent Oil & Gas,2.80,5558,"376,060",5.02,SDR,Sandridge Mississippian Trust II,-3.46%
Basic Materials,7.26B,Bermuda,Oil & Gas Drilling & Exploration,1.72,5559,"28,056,824",14.66,SDRL,SeaDrill Limited,-8.32%
Financial,-,USA,Exchange Traded Fund,-,5560,"3,744,822",22.06,SDS,ProShares UltraShort S&P500,0.41%
Financial,-,USA,Exchange Traded Fund,-,5563,"2,577",55.12,SDYL,UBS ETRACS Mthly Pay 2xLvrgd S&P Div ETN,0.20%
Basic Materials,25.42B,USA,Oil & Gas Pipelines,25.42,5564,"5,032,779",37.88,SE,Spectra Energy Corp.,-3.54%
Financial,-,USA,Exchange Traded Fund,-,5565,"31,306",19.00,SEA,Claymore/Delta Global Shipping,-3.26%
Technology,218.68M,USA,Application Software,-,5566,"87,802",6.71,SEAC,SeaChange International Inc.,0.30%
Services,1.50B,USA,Sporting Activities,23.18,5567,"500,501",16.69,SEAS,"SeaWorld Entertainment, Inc.",-0.71%
Conglomerates,4.04B,USA,Conglomerates,12.59,5568,181,3449.99,SEB,Seaboard Corp.,-3.70%
Consumer Goods,8.35B,USA,Packaging & Containers,43.44,5569,"1,272,727",39.53,SEE,Sealed Air Corporation,1.05%
Consumer Goods,34.99M,China,Farm Products,-,5570,"57,024",1.54,SEED,Origin Agritech Limited,-4.94%
Financial,-,USA,Exchange Traded Fund,-,5571,873,17.91,SEF,ProShares Short Financials,0.06%
Financial,6.63B,USA,Asset Management,22.39,5572,"204,753",39.63,SEIC,SEI Investments Co.,0.05%
Healthcare,1.89B,USA,Hospitals,15.52,5573,"393,769",14.43,SEM,Select Medical Holdings Corporation,1.69%
Basic Materials,3.22B,USA,Oil & Gas Pipelines,137.02,5574,"717,476",73.99,SEMG,SemGroup Corporation,-6.68%
Technology,780.39M,USA,Semiconductor- Memory Chips,-,5575,"20,209",18.80,SEMI,SunEdison Semiconductor Limited,3.47%
Consumer Goods,297.82M,USA,Processed & Packaged Goods,58.80,5576,"6,972",27.05,SENEA,Seneca Foods Corp.,-1.64%
Consumer Goods,336.39M,USA,Processed & Packaged Goods,68.15,5577,150,31.35,SENEB,Seneca Foods Corp.,-0.03%
Basic Materials,15.95B,USA,Oil & Gas Pipelines,9.37,5578,"130,746",53.97,SEP,"Spectra Energy Partners, LP",-3.07%
Services,3.51B,USA,Business Services,87.53,5579,"189,618",26.26,SERV,"ServiceMaster Global Holdings, Inc.",-1.72%
Technology,28.92M,USA,Semiconductor - Integrated Circuits,27.93,5580,"1,200",8.10,SEV,"Sevcon, Inc.",0.00%
Financial,-,USA,Exchange Traded Fund,-,5641,"27,243",49.30,SHYG,iShares 0-5 Year High Yield Corp Bd,-0.36%
Financial,-,USA,Exchange Traded Fund,-,5661,1,46.17,SINF,ProShares UltraPro Shrt 10Yr TIPS/TSY Sp,4.98%
Services,10.87M,USA,Air Delivery & Freight Services,5.30,5662,"92,773",1.75,SINO,"Sino-Global Shipping America, Ltd.",-5.41%
Financial,1.38B,USA,REIT - Office,11.91,5663,"250,050",23.10,SIR,Select Income REIT Common Share,-0.82%
Financial,-,USA,Exchange Traded Fund,-,5621,"1,417,095",21.78,SH,ProShares Short S&P500,0.18%
Financial,119.16M,USA,Regional - Mid-Atlantic Banks,18.17,5622,"1,660",9.45,SHBI,"Shore Bancshares, Inc.",0.96%
Technology,714.38M,USA,Telecom Services - Domestic,22.62,5623,"30,596",29.63,SHEN,Shenandoah Telecommunications Co.,-3.07%
Financial,20.85B,South Korea,Foreign Regional Banks,11.63,5624,"68,337",44.55,SHG,Shinhan Financial Group Company Limited,-2.30%
Basic Materials,16.27B,USA,Specialty Chemicals,33.00,5642,"420,838",136.60,SIAL,Sigma-Aldrich Corporation,0.05%
Financial,37.79M,USA,Money Center Banks,38.95,5643,0,16.36,SIBC,"State Investors Bancorp, Inc.",0.00%
Basic Materials,3.24B,Brazil,Steel & Iron,-,5644,"2,356,510",2.33,SID,Companhia Siderurgica Nacional,-5.67%
Financial,50.81M,USA,Investment Brokerage - Regional,-,5645,"19,821",2.30,SIEB,Siebert Financial Corp.,0.44%
Industrial Goods,175.28M,USA,Metal Fabrication,18.51,5646,"14,799",32.40,SIF,SIFCO Industries Inc.,-1.82%
Financial,145.44M,USA,Savings & Loans,34.48,5647,200,11.38,SIFI,SI Financial Group Inc.,1.56%
Technology,283.88M,India,Internet Service Providers,53.00,5648,"19,452",1.59,SIFY,Sify Technologies Limited,-0.62%
Services,10.50B,Bermuda,Jewelry Stores,28.97,5649,"499,772",130.96,SIG,Signet Jewelers Limited,1.25%
Healthcare,90.93M,USA,Biotechnology,-,5650,"15,142",1.70,SIGA,"SIGA Technologies, Inc.",2.41%
Financial,1.51B,USA,Property & Casualty Insurance,12.17,5651,"74,440",26.77,SIGI,Selective Insurance Group Inc.,-0.89%
Technology,158.96M,USA,Semiconductor - Specialized,-,5652,"77,156",4.56,SIGM,"Sigma Designs, Inc.",-0.22%
Financial,-,USA,Exchange Traded Fund,-,5653,0,41.90,SIJ,ProShares UltraShort Industrials,0.00%
Financial,-,USA,Exchange Traded Fund,-,5654,"402,680",9.14,SIL,Global X Silver Miners ETF,-9.24%
Technology,257.19M,Israel,Networking & Communication Devices,15.85,5655,"7,012",35.82,SILC,Silicom Ltd.,-0.08%
Services,19.94B,USA,Broadcasting - Radio,51.86,5664,"11,901,391",3.63,SIRI,Sirius XM Holdings Inc.,0.83%
Healthcare,4.99B,USA,Medical Appliances & Equipment,28.61,5665,"162,261",86.39,SIRO,Sirona Dental Systems Inc.,0.14%
Financial,5.35B,USA,Regional - Pacific Banks,19.19,5666,"190,556",105.15,SIVB,SVB Financial Group,-3.21%
Financial,-,USA,Exchange Traded Fund,-,5667,"272,526",15.25,SIVR,ETFS Physical Silver,-6.42%
Services,3.81B,USA,General Entertainment,33.05,5668,"352,082",40.65,SIX,Six Flags Entertainment Corporation,0.92%
Financial,-,USA,Exchange Traded Fund,-,5669,0,-,SIZ,QuantShares US Market Neutral Size ETF,-
Financial,-,USA,Exchange Traded Fund,-,5670,425,65.62,SIZE,iShares MSCI USA Size Factor,0.20%
Financial,-,USA,Exchange Traded Fund,-,5671,"41,079",27.89,SJB,ProShares Short High Yield,1.16%
Financial,-,USA,Exchange Traded Fund,-,5672,0,30.93,SJF,ProShares UltraShort Russell1000 Value,0.00%
Financial,-,USA,Exchange Traded Fund,-,5673,180,51.84,SJH,ProShares UltraShort Russell2000 Value,1.81%
Utilities,1.92B,USA,Gas Utilities,20.03,5674,"116,672",57.08,SJI,"South Jersey Industries, Inc.",0.33%
Financial,-,USA,Exchange Traded Fund,-,5675,0,63.83,SJL,ProShares UltraShort Russell MidCap Val,0.00%
